id,name,protein,fat,carbohydrate,vitaminA,vitaminB1,vitaminB2,vitaminB3,vitaminB5,vitaminB6,vitaminB12,vitaminC,vitaminD,vitaminK
252,カリフラワー　,3,0.1,5.2,2,0.06,0.11,0.7,1.3,0.23,0,81,0,17
253,かんぴょう　　,6.3,0.2,68.1,0,0,0.04,2.7,1.75,0.04,0,0,0,Tr
254,きく　,1.4,0,6.5,6,0.1,0.11,0.5,0.2,0.08,0,11,0,11
255,キャベツ　,1.3,0.2,5.2,4,0.04,0.03,0.2,0.22,0.11,0,41,0,78
256,グリーンボール,1.4,0.1,4.3,9,0.05,0.04,0.4,0.31,0.13,0,47,0,79
257,レッドキャベツ,2,0.1,6.7,3,0.07,0.03,0.3,0.35,0.19,0,68,0,29
258,きゅうり　,1,0.1,3,28,0.03,0.03,0.2,0.33,0.05,0,14,0,34
259,ぎょうじゃにんにく　　,3.5,0.2,6.6,170,0.1,0.16,0.8,0.39,0.15,0,59,0,320
260,キンサイ　　,1.1,0.4,3.5,150,0.05,0.11,0.6,0.35,0.08,0,15,0,180
261,クレソン　　,2.1,0.1,2.5,230,0.1,0.2,0.5,0.3,0.13,0,26,0,190
262,くわい　　,6.3,0.1,26.6,0,0.12,0.07,1.9,0.78,0.34,0,2,0,1
263,ケール,2.1,0.4,5.6,240,0.06,0.15,0.9,0.31,0.16,0,81,0,210
264,コールラビ　,1,0,5.1,1,0.04,0.05,0.2,0.2,0.09,0,45,0,7
265,こごみ　　,3,0.2,5.3,100,0,0.12,2.9,0.6,0.03,0,27,0,120
266,ごぼう,1.8,0.1,15.4,Tr,0.05,0.04,0.4,0.23,0.1,0,3,0,Tr
267,こまつな　,1.5,0.2,2.4,260,0.09,0.13,1,0.32,0.12,0,39,0,210
268,ザーサイ　　,2.5,0.1,4.6,1,0.04,0.07,0.4,0.35,0.09,0,0,0,24
269,さんとうさい　　,1,0.2,2.7,96,0.03,0.07,0.5,0.17,0.08,0,35,0,100
270,しかくまめ　　,2.4,0.1,3.8,36,0.09,0.09,0.8,0.36,0.1,0,16,0,63
271,ししとう　　,1.9,0.3,5.7,44,0.07,0.07,1.4,0.35,0.39,0,57,0,51
272,しそ　　,3.9,0.1,7.5,880,0.13,0.34,1,1,0.19,0,26,0,690
273,じゅうろくささげ　　　,2.5,0.1,4.8,96,0.08,0.07,0.7,0.43,0.11,0,25,0,160
274,しゅんぎく　,2.3,0.3,3.9,380,0.1,0.16,0.8,0.23,0.13,0,19,0,250
275,じゅんさい　　,0.4,0,1,2,0,0.02,0,0,0,0,0,0,16
276,葉しょうが,0.5,0.2,2.1,Tr,0.02,0.03,0.3,0.07,0.08,0,3,0,Tr
277,しょうが,0.9,0.3,6.6,Tr,0.03,0.02,0.6,0.21,0.13,0,2,0,0
278,ずいき,0.9,0.1,3.3,6,0.03,0.03,0.2,0.3,0.04,0,8,0,29
279,すぐきな,1.9,0.2,5.4,170,0.08,0.13,1.1,0.35,0.05,0,73,0,280
280,ズッキーニ　　,1.3,0.1,2.8,27,0.05,0.05,0.4,0.22,0.09,0,20,0,35
281,せり　,2,0.1,3.3,160,0.04,0.13,1.2,0.42,0.11,0,20,0,160
282,セロリ　　,0.4,0.1,3.6,4,0.03,0.03,Tr,0.26,0.08,0,7,0,10
283,ぜんまい　　,1.7,0.1,6.6,44,0.02,0.09,1.4,0.64,0.05,0,24,0,34
284,そらまめ　　,10.9,0.2,15.5,20,0.3,0.2,1.5,0.46,0.17,0,23,0,18
285,タアサイ　　,1.3,0.2,2.2,180,0.05,0.09,0.9,0.19,0.12,0,31,0,220
286,かいわれだいこん　,2.1,0.5,3.3,160,0.08,0.13,1.3,0.29,0.23,0,47,0,200
287,葉だいこん　,2,0.2,3.3,190,0.07,0.15,0.5,0.39,0.22,0,49,0,220
288,だいこん　,2.2,0.1,5.3,330,0.09,0.16,0.5,0.26,0.18,0,53,0,270
289,切干しだいこん,9.7,0.8,69.7,Tr,0.35,0.2,4.6,1.24,0.29,0,28,0,Tr
290,ぬかみそ漬　　,1.3,0.1,6.7,0,0.33,0.04,2.7,0.43,0.22,0,15,0,1
291,塩押しだいこん漬　,1.2,0.3,15.2,0,0.21,0.01,0.7,0.27,0.07,0,53,0,0
292,干しだいこん漬　,1.9,0.1,5.5,0,0.21,0.03,1.6,0.66,0.22,0,12,0,0
293,守口漬　　,5.3,0.2,44.3,0,0.05,0.17,0.7,0.19,0.32,0,0,0,0
294,べったら漬　　,0.9,0.1,14,0,0.03,0.02,0.1,0.13,0.04,0,45,0,0
295,みそ漬　　,4.5,0.3,16.3,0,0.06,0.08,0.3,0.2,0.06,0,0,0,0
296,福神漬　　,2.7,0.1,33.3,8,0.02,0.1,0,0,0,0,0,0,7
297,つまみな　　,1.9,0.3,3.6,160,0.06,0.14,1,0.33,0.1,0,47,0,270
298,たいさい　,0.9,0.1,3.5,130,0.07,0.07,0.5,0.14,0.08,0,45,0,110
299,たかな　　,1.8,0.2,4.2,190,0.06,0.1,0.4,0.27,0.16,0,69,0,120
300,たけのこ　,3.6,0.2,4.3,1,0.05,0.11,0.7,0.63,0.13,0,10,0,2
301,たまねぎ　,1,0.1,8.8,Tr,0.03,0.01,0.1,0.19,0.16,0,8,0,Tr
302,赤たまねぎ,0.9,0.1,9,0,0.03,0.02,0.1,0.15,0.13,0,7,0,Tr
303,葉たまねぎ　,1.8,0.4,7.6,120,0.06,0.11,0.6,0.13,0.16,0,32,0,92
304,たらのめ　　,4.2,0.2,4.3,48,0.15,0.2,2.5,0.53,0.22,0,7,0,99
305,チコリ　,1,Tr,3.9,1,0.06,0.02,0.2,0.14,0.03,0,2,0,8
306,チンゲンサイ　　,0.6,0.1,2,170,0.03,0.07,0.3,0.17,0.08,0,24,0,84
307,つくし　,3.5,0.1,8.1,88,0.07,0.14,2.2,0.9,0.35,0,33,0,19
308,つるな　,1.8,0.1,2.8,230,0.08,0.3,1,0.46,0.13,0,22,0,310
309,つるむらさき,0.7,0.2,2.6,250,0.03,0.07,0.3,0.21,0.09,0,41,0,350
310,つわぶき　　,0.4,0,5.6,5,0.01,0.04,0.4,0.1,0.02,0,4,0,8
311,とうがらし　　,3.4,0.1,7.2,430,0.08,0.28,1.3,0.41,0.25,0,92,0,230
312,スイートコーン,0.5,0.1,3.8,0,0.01,0.01,0.4,0.21,0.03,0,39,0,1
313,ヤングコーン,2.3,0.2,6,3,0.09,0.11,0.9,0.4,0.16,0,9,0,1
314,トマト　,0.7,0.1,4.7,45,0.05,0.02,0.7,0.17,0.08,0,15,0,4
315,ミニトマト,1.1,0.1,7.2,80,0.07,0.05,0.8,0.17,0.11,0,32,0,7
316,トレビス　　,1.1,0.2,3.9,1,0.04,0.04,0.2,0.24,0.03,0,6,0,13
317,とんぶり　,6.1,3.5,12.9,67,0.11,0.17,0.3,0.48,0.16,0,1,0,120
318,ながさきはくさい　　,1.3,0.1,2.6,160,0.05,0.13,0.7,0.28,0.14,0,88,0,130
319,なす,1.1,0.1,5.1,8,0.05,0.05,0.5,0.33,0.05,0,4,0,10
320,べいなす　果実　生　　,1.1,0.1,5.3,4,0.04,0.04,0.6,0.3,0.06,0,6,0,9
321,べいなす　果実　素揚げ　　,1,17,6.7,2,0.05,0.04,0.6,0.3,0.05,0,2,0,31
322,塩漬　　,1.4,0.1,5.2,4,0.03,0.04,0.4,0.41,0.07,0,7,0,10
323,ぬかみそ漬　　,1.7,0.1,6.1,2,0.1,0.04,1,0.67,0.15,Tr,8,0,12
324,こうじ漬　　,5.5,0.1,18.2,Tr,0.03,0.05,0.3,0.13,0.03,0,0,0,27
325,からし漬　　,2.6,0.2,30.7,6,0.06,0.04,0.6,0.08,0.09,0,87,0,24
326,しば漬　　,1.4,0.2,7,48,0,0.02,0.1,0.13,0.03,0,0,0,72
327,なずな　　,4.3,0.1,7,430,0.15,0.27,0.5,1.1,0.32,0,110,0,330
328,和種なばな　,4.4,0.2,5.8,180,0.16,0.28,1.3,0.73,0.26,0,130,0,250
329,洋種なばな　,4.1,0.4,6,220,0.11,0.24,1.3,0.8,0.22,0,110,0,260
330,にがうり　　,1,0.1,3.9,17,0.05,0.07,0.3,0.37,0.06,0,76,0,41
331,にら　,1.7,0.3,4,290,0.06,0.13,0.6,0.5,0.16,0,19,0,180
332,花にら　,1.9,0.2,5.9,91,0.07,0.08,0.6,0.42,0.17,0,23,0,100
333,黄にら,2.1,0.1,3.3,5,0.05,0.08,0.7,0.38,0.12,0,15,0,29
334,葉にんじん,1.1,0.2,3.7,140,0.06,0.12,1.1,0.43,0.15,0,22,0,160
335,にんじん　,0.7,0.2,9.3,720,0.07,0.06,0.8,0.37,0.1,0,6,0,17
336,きんとき　,1.8,0.2,9.6,410,0.07,0.05,1,0.32,0.12,0,8,0,2
337,ミニキャロット,0.7,0.2,7.5,500,0.04,0.03,0.6,0.41,0.1,0,4,0,13
338,にんにく　,6.4,0.9,27.5,Tr,0.19,0.07,0.7,0.55,1.53,0,12,0,0
339,茎にんにく,1.9,0.3,10.6,60,0.11,0.1,0.3,0.29,0.31,0,45,0,54
340,根深ねぎ　,1.4,0.1,8.3,7,0.05,0.04,0.4,0.17,0.12,0,14,0,8
341,葉ねぎ,1.9,0.3,6.5,120,0.06,0.11,0.5,0.23,0.13,0,32,0,110
342,こねぎ,2,0.3,5.4,190,0.08,0.14,0.6,0.2,0.13,0,44,0,120
343,のざわな　　,0.9,0.1,3.5,100,0.06,0.1,0.7,0.17,0.11,0,41,0,100
344,のびる　　,3.2,0.2,15.5,67,0.08,0.22,1.1,0.29,0.16,0,60,0,160
345,はくさい　　,0.8,0.1,3.2,8,0.03,0.03,0.6,0.25,0.09,0,19,0,59
346,パクチョイ　,1.6,0.2,2.7,150,0.07,0.12,0.8,0.34,0.11,0,45,0,190
347,バジル　　,2,0.6,4,520,0.08,0.19,0.6,0.29,0.11,0,16,0,440
348,パセリ　　,4,0.7,7.8,620,0.12,0.24,1.2,0.48,0.27,0,120,0,850
349,はつかだいこん,0.8,0.1,3.1,0,0.02,0.02,0.1,0.18,0.07,0,19,0,1
350,はやとうり　　,0.6,0.1,4.9,0,0.02,0.03,0.3,0.46,0.04,0,11,0,9
351,ビーツ　,1.6,0.1,9.3,0,0.05,0.05,0.3,0.31,0.07,0,5,0,0
352,青ピーマン　,0.9,0.2,5.1,33,0.03,0.03,0.6,0.3,0.19,0,76,0,20
353,赤ピーマン,1,0.2,7.2,88,0.06,0.14,1.2,0.28,0.37,0,170,0,7
354,黄ピーマン,0.8,0.2,6.6,17,0.04,0.03,1,0.25,0.26,0,150,0,3
355,トマピー　,1,0.2,7.5,160,0.05,0.09,1.2,0.33,0.56,0,200,0,4
356,ひのな,1,Tr,4.7,98,0.05,0.13,0.7,0.18,0.14,0,52,0,93
357,ひろしまな　　,1.5,0.2,4.2,160,0.06,0.15,0.7,0.47,0.1,0,49,0,160
358,ふき,0.3,0,3,4,Tr,0.02,0.1,0.07,0.01,0,2,0,6
359,ふきのとう,2.5,0.1,10,33,0.1,0.17,0.9,0.45,0.18,0,14,0,92
360,ふじまめ　,2.5,0.1,7.4,20,0.08,0.1,0.9,0.35,0.08,0,13,0,29
361,ふだんそう　　,2,0.1,3.7,310,0.07,0.23,0.4,0.53,0.25,0,19,0,180
362,ブロッコリー,4.3,0.5,5.2,67,0.14,0.2,0.8,1.12,0.27,0,120,0,160
363,へちま　,0.8,0.1,3.8,4,0.03,0.04,0.2,0.3,0.07,0,5,0,12
364,ほうれんそう,2.2,0.4,3.1,350,0.11,0.2,0.6,0.2,0.14,0,35,0,270
365,まこも,1.3,0.2,4.4,1,0.04,0.03,0.5,0.25,0.08,0,6,0,2
366,みずかけな,2.9,0.1,4.7,190,0.11,0.23,1.1,0.55,0.17,0,88,0,200
367,みずな,2.2,0.1,4.8,110,0.08,0.15,0.7,0.5,0.18,0,55,0,120
368,切りみつば　　,1,0.1,4,61,0.03,0.09,0.4,0.29,0.04,0,8,0,63
369,根みつば,1.9,0.1,4.1,140,0.05,0.13,1,0.33,0.06,0,22,0,120
370,糸みつば,0.9,0.1,2.9,270,0.04,0.14,0.7,0.3,0.06,0,13,0,220
371,みぶな　　　,1.1,0.3,2.9,150,0.04,0.07,0.7,0.12,0.11,0,38,0,160
372,みょうが,0.9,0.1,2.6,3,0.05,0.05,0.4,0.2,0.07,0,2,0,20
373,みょうがたけ,0.4,0.1,1.5,1,0.02,0.02,0.1,0.07,0.02,0,1,0,8
374,むかご 　,2.9,0.2,20.6,2,0.11,0.02,0.3,0.6,0.07,0,9,0,0
375,めキャベツ　,5.7,0.1,9.9,59,0.19,0.23,0.9,0.76,0.27,0,160,0,150
376,めたで　　,3,0.5,8.8,410,0.15,0.21,1.1,0.29,0.27,0,67,0,360
377,アルファルファもやし　,1.6,0.1,2,5,0.07,0.09,0.2,0.46,0.1,0,5,0,47
378,だいずもやし,3.7,1.5,2.3,0,0.09,0.07,0.4,0.36,0.08,0,5,0,57
379,ブラックマッペもやし,2,Tr,2.7,0,0.04,0.06,0.4,0.34,0.06,0,11,0,5
380,りょくとうもやし,1.7,0.1,2.6,Tr,0.04,0.05,0.3,0.23,0.05,0,8,0,3
381,モロヘイヤ　,4.8,0.5,6.3,840,0.18,0.42,1.1,1.83,0.35,0,65,0,640
382,やまごぼう　　,4.1,0.1,15.6,0,0.02,0.1,0.4,0.02,0.03,0,0,0,1
383,ゆりね　　,3.8,0.1,28.3,0,0.08,0.07,0.7,0,0.12,0,9,0,0
384,ようさい,2.2,0.1,3.1,360,0.1,0.2,1,0.4,0.11,0,19,0,250
385,よめな,3.4,0.2,10,560,0.23,0.32,3.2,0.5,0.1,0,42,0,440
386,よもぎ　　　,5.2,0.3,8.7,440,0.19,0.34,2.4,0.55,0.08,0,35,0,340
387,らっかせい　,12,24.2,12.4,Tr,0.54,0.09,10,1.4,0.21,0,20,0,0
388,らっきょう　,1.4,0.2,29.3,0,0.07,0.05,2.1,0.56,0.12,0,23,0,1
389,エシャレット　,2.3,0.2,17.8,2,0.03,0.05,0.8,0.33,0.11,0,21,0,6
390,リーキ　　,1.6,0.1,6.9,4,0.06,0.08,0.4,0.17,0.24,0,11,0,9
391,ルッコラ　,1.9,0.4,3.1,300,0.06,0.17,0.5,0.55,0.11,0,66,0,210
392,ルバーブ　　,0.7,0.1,6,3,0.04,0.05,0.2,0.1,0.02,0,5,0,7
393,レタス　,0.6,0.1,2.8,20,0.05,0.03,0.2,0.2,0.05,0,5,0,29
394,リーフレタス　,1.4,0.1,3.3,200,0.1,0.1,0.4,0.24,0.1,0,21,0,160
395,サニーレタス　,1.2,0.2,3.2,170,0.1,0.1,0.3,0.14,0.08,0,17,0,160
396,サンチュ,1.2,0.4,2.5,320,0.06,0.1,0.4,0.08,0.08,0,13,0,220
397,コスレタス　,1.2,0.2,3.4,43,0.06,0.06,0.3,0.23,0.05,0,8,0,54
398,れんこん　,1.9,0.1,15.5,Tr,0.1,0.01,0.4,0.89,0.09,0,48,0,0
399,わけぎ　　　,1.6,0,7.4,220,0.06,0.1,0.3,0.21,0.18,0,37,0,170
400,わさび　,5.6,0.2,18.4,1,0.06,0.15,0.6,0.2,0.32,0,75,0,49
401,わらび　　,2.4,0.1,4,18,0.02,1.09,0.8,0.45,0.05,0,11,0,17
402,あけび　　,0.5,0.1,22,0,0.07,0.03,0.3,0.29,0.08,0,65,0,0
403,アセロラ　　,0.7,0.1,9,31,0.03,0.04,0.3,0.25,0,0,1700,0,0
404,アテモヤ,1.8,0.4,19.4,0,0.08,0.12,0.9,0.23,0.28,0,14,0,0
405,アボカド,2.5,18.7,6.2,6,0.1,0.21,2,1.65,0.32,0,15,0,0
406,あんず,1,0.3,8.5,120,0.02,0.02,Tr,0.3,0.05,0,3,0,0
407,いちご　　　,0.5,0.2,82.8,2,0,0,0.1,0.02,0.01,0,0,0,0
408,いちじく　　　,0.6,0.1,14.3,1,0.03,0.03,0.2,0.23,0.07,0,2,0,0
409,うめ　　,0.7,0.5,7.9,20,0.03,0.05,0.4,0.35,0.06,0,6,0,0
410,グリーンオリーブ　　,1,15,4.5,38,0.01,0.02,Tr,0,0.03,0,12,0,0
411,ブラックオリーブ　　,0.8,12.3,3.4,0,0.05,0.06,0.3,0,0.02,0,Tr,0,0
412,スタッフドオリーブ　　,0.8,14.3,4.2,44,0.01,0.01,Tr,0,0.02,0,11,0,0
413,かき　　,0.4,0.2,15.9,35,0.03,0.02,0.3,0.28,0.06,0,70,0,0
414,かりん　　,0.4,0.1,18.3,11,0.01,0.03,0.3,0.31,0.04,0,25,0,0
415,いよかん　　,0.9,0.1,11.8,13,0.06,0.03,0.3,0.36,0.07,0,35,0,0
416,かぼす　,0.4,0.1,8.5,1,0.02,0.02,0.1,0.15,0.03,0,42,0,0
417,かわちばんかん　,0.7,0.2,8.8,4,0.06,0.02,0.3,0.13,0.05,0,36,0,0
418,きよみ,0.8,0.2,10.3,45,0.1,0.02,0.3,0.27,0.08,0,42,0,0
419,きんかん　,0.5,0.7,17.5,11,0.1,0.06,0.6,0.29,0.06,0,49,0,0
420,グレープフルーツ　,0.9,0.1,9.6,0,0.07,0.03,0.3,0.39,0.04,0,36,0,0
421,さんぼうかん　,0.7,0.3,10.9,4,0.07,0.03,0.4,0.35,0.06,0,39,0,0
422,シークヮーサー,0.8,0.1,7.9,7,0.08,0.03,0.3,0.1,0.03,0,11,0,0
423,しらぬひ　,0.8,0.2,12.9,30,0.09,0.03,0.3,0.25,0.04,0,48,0,0
424,すだち　,1.8,0.3,16.4,44,0.04,0.09,0.5,0.23,0.16,0,110,0,0
425,せとか,0.8,0.2,11.7,77,0.08,0.03,0.3,0.13,0.05,0,57,0,0
426,セミノール　,1.1,0.1,12.4,89,0.01,0.04,0.3,0.45,0.09,0,41,0,0
427,だいだい,0.3,0.2,8,2,0.03,0.02,0.4,0.12,0.02,0,35,0,0
428,なつみかん,0.9,0.1,10,7,0.08,0.03,0.4,0.29,0.05,0,38,0,0
429,はっさく,0.8,0.1,11.5,9,0.06,0.03,0.2,0.3,0.07,0,40,0,0
430,はるみ　　,0.9,0.2,12.1,57,0.11,0.02,0.2,0.21,0.05,0,40,0,0
431,ひゅうがなつ　,0.6,0.1,11.7,1,0.05,0.03,0.3,0.23,0.06,0,26,0,0
432,ぶんたん　,0.7,0.1,9.8,1,0.03,0.04,0.3,0.32,0,0,45,0,0
433,ぽんかん　,0.9,0.1,9.9,52,0.08,0.04,0.2,0.24,0.05,0,40,0,0
434,ゆず,1.2,0.5,14.2,20,0.07,0.1,0.5,0.89,0.09,0,160,0,0
435,ライム　,0.4,0.1,9.3,0,0.03,0.02,0.1,0.16,0.05,0,33,0,0
436,キウイフルーツ　,1,0.1,13.5,6,0.01,0.02,0.3,0.29,0.12,0,69,0,0
437,キワノ　　,1.5,0.9,8,3,0.03,0.01,0.2,0.14,0.04,0,2,0,0
438,グァバ,0.6,0.1,9.9,50,0.03,0.04,0.8,0.32,0.06,0,220,0,0
439,グーズベリー　　　,1,0.1,13.2,10,0.02,0.02,0.2,0.4,0.02,0,22,0,0
440,ぐみ　,1.3,0.2,17.2,32,0.01,0.04,0.3,0.45,0.02,0,5,0,0
441,ココナッツウォーター　　　,0.2,0.1,5,0,0.01,0.01,0.1,0,0,0,2,0,0
442,ココナッツミルク　　　,1.9,16,2.8,0,0.01,0,0.4,0,0.02,0,0,0,0
443,ナタデココ　　　,0,Tr,20.2,0,0,0,0,0,0,0,0,0,0
444,さくらんぼ　,1,0.2,15.2,8,0.03,0.03,0.2,0.24,0.02,0,10,0,0
445,ざくろ　,0.2,Tr,15.5,0,0.01,0.01,0.2,0.32,0.04,0,10,0,0
446,すいか　　,0.6,0.1,9.5,69,0.03,0.02,0.2,0.22,0.07,0,10,0,0
447,スターフルーツ　,0.7,0.1,7.5,6,0.03,0.02,0.3,0.38,0.02,0,12,0,0
448,にほんすもも,0.6,1,9.4,7,0.02,0.02,0.3,0.14,0.04,0,4,0,0
449,プルーン,0.7,0.1,12.6,40,0.03,0.03,0.5,0.22,0.06,0,4,0,0
450,チェリモヤ　　,1.3,0.3,19.8,Tr,0.09,0.09,0.7,0.36,0.23,0,34,0,0
451,ドラゴンフルーツ　,1.4,0.3,11.8,0,0.08,0.06,0.4,0.53,0.05,0,7,0,0
452,ドリアン　,2.3,3.3,27.1,3,0.33,0.2,1.4,0.22,0.25,0,31,0,0
453,なし,0.3,0.1,11.3,0,0.02,Tr,0.2,0.14,0.02,0,3,0,0
454,なつめ　　,3.9,2,71.4,1,0.1,0.21,1.6,0.86,0.14,0,1,0,0
455,なつめやし　　,2.2,0.2,71.3,13,0.07,0.04,1.8,0.94,0.16,0,0,0,0
456,パインアップル　,0.6,0.1,13.4,3,0.08,0.02,0.2,0.28,0.08,0,27,0,0
457,ハスカップ　,0.7,0.6,12.8,11,0.02,0.03,0.5,0.29,0.04,0,44,0,0
458,パッションフルーツ　　,0.8,0.4,16.2,89,0.01,0.09,1.9,0.63,0.18,0,16,0,0
459,バナナ　,1.1,0.2,22.5,5,0.05,0.04,0.7,0.44,0.38,0,16,0,0
460,パパイア　　,0.5,0.2,9.5,40,0.02,0.04,0.3,0.42,0.01,0,50,0,0
461,びわ　,0.3,0.1,10.6,68,0.02,0.03,0.2,0.22,0.06,0,5,0,0
462,ぶどう　　,0.4,0.1,15.7,2,0.04,0.01,0.1,0.1,0.04,0,2,0,0
463,干しぶどう　　　,2.7,0.2,80.7,1,0.12,0.03,0.6,0.17,0.23,0,Tr,0,0
464,ぶどう　ジャム　　　,0.5,0.1,47.5,0,0.02,0.01,0.1,0.11,0.04,0,0,0,0
465,ブルーベリー　,0.5,0.1,12.9,5,0.03,0.03,0.2,0.12,0.05,0,9,0,0
466,ブルーベリー　ジャム　　　,0.7,0.3,43.8,2,0.03,0.02,0.4,0.11,0.04,0,3,0,0
467,ホワイトサポテ　　,1.5,0.1,18.9,1,0.05,0.05,0.6,0.22,0.06,0,18,0,0
468,まくわうり　　,0.8,0.1,7.8,15,0.03,0.03,0.8,0.16,0.06,0,30,0,0
469,マルメロ　　,0.3,0.1,15.1,4,0.02,0.02,0.2,0.25,0.05,0,18,0,0
470,マンゴスチン　　,0.6,0.2,17.5,0,0.11,0.03,0.5,0.33,0.04,0,3,0,0
471,温室メロン　,1.1,0.1,10.3,3,0.06,0.02,0.5,0.19,0.1,0,18,0,0
472,露地メロン,1,0.1,10.4,12,0.05,0.02,0.8,0.16,0.11,0,25,0,0
473,もも,0.6,0.1,10.2,Tr,0.01,0.01,0.6,0.13,0.02,0,8,0,0
474,ネクタリン　,0.7,0.3,10.7,20,0.02,0.03,0.7,0.2,0.01,0,10,0,0
475,やまもも　　,0.5,0.2,11.3,2,0.04,0.03,0.3,0.21,0.05,0,4,0,0
476,ライチー　　,1,0.1,16.4,0,0.02,0.06,1,0,0.09,0,36,0,0
477,ラズベリー　　,1.1,0.1,10.2,2,0.02,0.04,0.6,0.43,0.07,0,22,0,0
478,りゅうがん　　,5.1,0.4,72.9,0,0.03,0.74,2.5,0,0.2,0,0,0,0
479,りんご　　,0.1,0.2,15.5,1,0.02,Tr,0.1,0.03,0.04,0,4,0,Tr
480,りんご　ジャム　　　,0.2,0.1,52.7,Tr,0.01,0,0,0,0.03,0,Tr,0,0
481,えのきたけ　　,2.7,0.2,7.6,0,0.24,0.17,6.8,1.4,0.12,0,0,0.9,0
482,あらげきくらげ　,6.9,0.7,77,0,0.01,0.44,1.7,0.61,0.08,0,0,128.5,0
483,きくらげ,7.9,2.1,71.1,0,0.19,0.87,3.2,1.14,0.1,0,0,85.4,0
484,しろきくらげ　,4.9,0.7,74.5,0,0.12,0.7,2.2,1.37,0.1,0,0,15.1,0
485,くろあわびたけ　,3.7,0.4,4.9,0,0.21,0.22,2.9,1.32,0.09,0,Tr,0.3,0
486,生しいたけ,3,0.3,5.7,0,0.13,0.2,3.1,1.05,0.21,0,0,0.4,0
487,はたけしめじ,2.6,0.3,4.5,0,0.12,0.44,5.3,2.08,0.11,0,0,0.9,0
488,ぶなしめじ　,2.7,0.6,5,0,0.16,0.16,6.6,0.86,0.08,0,0,0.6,0
489,ほんしめじ,2.5,0.4,2.8,0,0.07,0.28,5.1,1.59,0.19,0,0,0.6,0
490,たもぎたけ　　,3.6,0.3,3.7,0,0.17,0.33,12,1.32,0.12,0,0,0.8,0
491,なめこ　,1.7,0.2,5.2,0,0.07,0.12,5.1,1.25,0.05,Tr,-,0,0
492,ぬめりすぎたけ　　,2.3,0.4,4.1,0,0.16,0.34,5.9,1.77,0.08,0,1,0.4,0
493,うすひらたけ　,6.1,0.2,4.8,0,0.3,0.41,6.9,2.44,0.23,0,0,2.4,0
494,エリンギ,2.8,0.4,6,0,0.11,0.22,6.1,1.16,0.14,0,0,1.2,0
495,ひらたけ　,3.3,0.3,6.2,0,0.4,0.4,10.7,2.4,0.1,0,0,0.3,0
496,まいたけ　,2,0.5,4.4,0,0.09,0.19,5,0.56,0.06,0,0,4.9,0
